"Notes"	"State"	"State Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Fine Particulate Matter (µg/m³)	# of Observations for Fine Particulate Matter	Min Fine Particulate Matter	Max Fine Particulate Matter	Avg Fine Particulate Matter Standard Deviation
	"Alabama"	"01"	"Sep 23, 2011"	"2011/09/23"	13.12	1265	6.50	20.80	3.29
	"Alabama"	"01"	"Sep 24, 2011"	"2011/09/24"	9.86	1265	5.90	19.70	2.74
	"Alabama"	"01"	"Sep 25, 2011"	"2011/09/25"	15.02	1265	11.50	19.20	1.92
	"Alabama"	"01"	"Sep 26, 2011"	"2011/09/26"	14.16	1265	8.20	22.90	3.18
	"Alabama"	"01"	"Sep 27, 2011"	"2011/09/27"	8.95	1265	6.60	11.60	1.05
	"Alabama"	"01"	"Sep 28, 2011"	"2011/09/28"	13.52	1265	10.90	16.20	1.66
	"Alabama"	"01"	"Sep 29, 2011"	"2011/09/29"	16.08	1265	14.50	17.00	0.51
	"Alabama"	"01"	"Sep 30, 2011"	"2011/09/30"	7.66	1265	5.50	10.80	1.24
	"Alabama"	"01"	"Oct 01, 2011"	"2011/10/01"	5.96	1265	4.80	7.70	0.62
	"Alabama"	"01"	"Oct 02, 2011"	"2011/10/02"	9.03	1265	7.90	12.20	0.83
	"Alabama"	"01"	"Oct 03, 2011"	"2011/10/03"	7.62	1265	5.70	9.00	0.92
	"Alabama"	"01"	"Oct 04, 2011"	"2011/10/04"	15.25	1265	13.40	17.80	0.76
	"Alabama"	"01"	"Oct 05, 2011"	"2011/10/05"	17.49	1265	13.30	19.20	1.57
	"Alabama"	"01"	"Oct 06, 2011"	"2011/10/06"	15.15	1265	11.60	17.80	1.17
	"Alabama"	"01"	"Oct 07, 2011"	"2011/10/07"	11.84	1265	6.80	15.20	2.57
	"Alabama"	"01"	"Oct 08, 2011"	"2011/10/08"	10.89	1265	7.00	13.10	1.10
	"Alabama"	"01"	"Oct 09, 2011"	"2011/10/09"	6.40	1265	2.90	9.00	1.27
	"Alabama"	"01"	"Oct 10, 2011"	"2011/10/10"	8.51	1265	5.60	13.00	1.88
	"Alabama"	"01"	"Oct 11, 2011"	"2011/10/11"	5.11	1265	2.40	7.80	1.33
	"Alabama"	"01"	"Oct 12, 2011"	"2011/10/12"	5.59	1265	1.40	11.00	1.90
	"Alabama"	"01"	"Oct 13, 2011"	"2011/10/13"	11.05	1265	2.00	17.80	4.39
	"Alabama"	"01"	"Oct 14, 2011"	"2011/10/14"	8.32	1265	6.90	11.60	0.61
	"Alabama"	"01"	"Oct 15, 2011"	"2011/10/15"	9.72	1265	6.90	12.70	1.27
	"Alabama"	"01"	"Oct 16, 2011"	"2011/10/16"	16.94	1265	14.40	18.70	0.99
	"Alabama"	"01"	"Oct 17, 2011"	"2011/10/17"	18.33	1265	14.40	21.30	1.59
	"Alabama"	"01"	"Oct 18, 2011"	"2011/10/18"	11.63	1265	7.70	14.70	1.65
	"Alabama"	"01"	"Oct 19, 2011"	"2011/10/19"	7.00	1265	2.20	13.90	2.12
	"Alabama"	"01"	"Oct 20, 2011"	"2011/10/20"	7.82	1265	6.30	11.80	0.97
	"Alabama"	"01"	"Oct 21, 2011"	"2011/10/21"	7.47	1265	5.00	9.00	0.89
	"Alabama"	"01"	"Oct 22, 2011"	"2011/10/22"	12.69	1265	10.20	14.70	1.17
	"Alabama"	"01"	"Oct 23, 2011"	"2011/10/23"	17.26	1265	12.60	22.40	2.25
	"Alabama"	"01"	"Oct 24, 2011"	"2011/10/24"	11.44	1265	7.90	14.90	1.65
	"Alabama"	"01"	"Oct 25, 2011"	"2011/10/25"	19.47	1265	16.80	21.20	1.02
	"Alabama"	"01"	"Oct 26, 2011"	"2011/10/26"	15.21	1265	11.50	23.90	2.36
	"Alabama"	"01"	"Oct 27, 2011"	"2011/10/27"	11.77	1265	8.70	17.20	1.74
	"Alabama"	"01"	"Oct 28, 2011"	"2011/10/28"	6.16	1265	0.00	12.40	3.21
	"Alabama"	"01"	"Oct 29, 2011"	"2011/10/29"	12.18	1265	11.20	15.00	0.68
	"Alabama"	"01"	"Oct 30, 2011"	"2011/10/30"	9.84	1265	6.20	11.90	1.30
	"Alabama"	"01"	"Oct 31, 2011"	"2011/10/31"	16.99	1265	13.70	19.20	1.07
	"Alabama"	"01"	"Nov 01, 2011"	"2011/11/01"	19.17	1265	16.40	21.50	1.06
	"Alabama"	"01"	"Nov 02, 2011"	"2011/11/02"	12.99	1265	9.50	14.50	1.45
	"Alabama"	"01"	"Nov 03, 2011"	"2011/11/03"	9.13	1265	5.20	12.40	1.58
	"Alabama"	"01"	"Nov 04, 2011"	"2011/11/04"	6.42	1265	4.20	10.90	1.22
	"Alabama"	"01"	"Nov 05, 2011"	"2011/11/05"	13.16	1265	8.70	16.70	2.21
	"Alabama"	"01"	"Nov 06, 2011"	"2011/11/06"	8.36	1265	4.80	10.50	1.09
	"Alabama"	"01"	"Nov 07, 2011"	"2011/11/07"	7.13	1265	5.20	9.00	1.12
	"Alabama"	"01"	"Nov 08, 2011"	"2011/11/08"	7.30	1265	3.90	9.40	1.15
	"Alabama"	"01"	"Nov 09, 2011"	"2011/11/09"	10.57	1265	6.30	14.80	1.87
	"Alabama"	"01"	"Nov 10, 2011"	"2011/11/10"	8.95	1265	6.60	12.10	1.57
	"Alabama"	"01"	"Nov 11, 2011"	"2011/11/11"	7.90	1265	6.40	10.30	0.80
	"Alabama"	"01"	"Nov 12, 2011"	"2011/11/12"	11.07	1265	8.90	13.40	1.00
	"Alabama"	"01"	"Nov 13, 2011"	"2011/11/13"	10.28	1265	6.40	16.50	2.28
	"Alabama"	"01"	"Nov 14, 2011"	"2011/11/14"	6.45	1265	3.00	8.30	0.99
	"Alabama"	"01"	"Nov 15, 2011"	"2011/11/15"	10.56	1265	2.40	20.50	4.57
	"Alabama"	"01"	"Nov 16, 2011"	"2011/11/16"	7.73	1265	1.80	11.70	2.11
	"Alabama"	"01"	"Nov 17, 2011"	"2011/11/17"	5.19	1265	4.40	6.20	0.34
	"Alabama"	"01"	"Nov 18, 2011"	"2011/11/18"	7.05	1265	5.20	10.70	0.73
	"Alabama"	"01"	"Nov 19, 2011"	"2011/11/19"	9.12	1265	8.10	10.80	0.64
	"Alabama"	"01"	"Nov 20, 2011"	"2011/11/20"	9.50	1265	4.00	14.70	2.22
	"Alabama"	"01"	"Nov 21, 2011"	"2011/11/21"	10.90	1265	7.70	13.60	1.48
	"Alabama"	"01"	"Nov 22, 2011"	"2011/11/22"	9.54	1265	0.50	19.20	5.47
	"Alabama"	"01"	"Nov 23, 2011"	"2011/11/23"	5.72	1265	3.70	9.40	0.88
	"Alabama"	"01"	"Nov 24, 2011"	"2011/11/24"	9.12	1265	7.40	12.20	0.74
	"Alabama"	"01"	"Nov 25, 2011"	"2011/11/25"	9.34	1265	7.40	11.70	0.80
	"Alabama"	"01"	"Nov 26, 2011"	"2011/11/26"	5.01	1265	3.80	6.40	0.75
	"Alabama"	"01"	"Nov 27, 2011"	"2011/11/27"	4.27	1265	2.00	7.70	1.10
	"Alabama"	"01"	"Nov 28, 2011"	"2011/11/28"	4.76	1265	1.60	7.30	1.41
	"Alabama"	"01"	"Nov 29, 2011"	"2011/11/29"	4.33	1265	0.80	7.20	1.26
	"Alabama"	"01"	"Nov 30, 2011"	"2011/11/30"	10.04	1265	9.30	13.00	0.61
	"Alabama"	"01"	"Dec 01, 2011"	"2011/12/01"	12.14	1265	10.50	13.20	0.74
	"Alabama"	"01"	"Dec 02, 2011"	"2011/12/02"	12.17	1265	10.60	14.60	0.73
	"Alabama"	"01"	"Dec 03, 2011"	"2011/12/03"	16.52	1265	14.50	20.30	1.06
	"Alabama"	"01"	"Dec 04, 2011"	"2011/12/04"	7.64	1265	5.90	9.30	0.87
	"Alabama"	"01"	"Dec 05, 2011"	"2011/12/05"	6.66	1265	4.40	9.50	1.22
	"Alabama"	"01"	"Dec 06, 2011"	"2011/12/06"	5.77	1265	0.40	10.90	3.03
	"Alabama"	"01"	"Dec 07, 2011"	"2011/12/07"	4.22	1265	1.20	9.30	1.38
	"Alabama"	"01"	"Dec 08, 2011"	"2011/12/08"	9.72	1265	8.20	12.90	0.87
	"Alabama"	"01"	"Dec 09, 2011"	"2011/12/09"	15.78	1265	14.30	18.00	0.72
	"Alabama"	"01"	"Dec 10, 2011"	"2011/12/10"	12.20	1265	10.40	16.50	1.22
	"Alabama"	"01"	"Dec 11, 2011"	"2011/12/11"	9.76	1265	7.80	11.80	0.99
	"Alabama"	"01"	"Dec 12, 2011"	"2011/12/12"	11.74	1265	10.30	13.80	0.90
	"Alabama"	"01"	"Dec 13, 2011"	"2011/12/13"	13.91	1265	11.40	18.50	1.69
	"Alabama"	"01"	"Dec 14, 2011"	"2011/12/14"	9.18	1265	7.20	12.30	0.94
	"Alabama"	"01"	"Dec 15, 2011"	"2011/12/15"	9.18	1265	6.00	12.80	1.37
	"Alabama"	"01"	"Dec 16, 2011"	"2011/12/16"	5.74	1265	3.80	9.90	1.55
	"Alabama"	"01"	"Dec 17, 2011"	"2011/12/17"	7.77	1265	5.50	11.90	1.36
	"Alabama"	"01"	"Dec 18, 2011"	"2011/12/18"	11.68	1265	10.40	14.90	0.72
	"Alabama"	"01"	"Dec 19, 2011"	"2011/12/19"	13.19	1265	9.50	17.00	1.71
	"Alabama"	"01"	"Dec 20, 2011"	"2011/12/20"	8.32	1265	3.30	13.20	2.51
	"Alabama"	"01"	"Dec 21, 2011"	"2011/12/21"	10.25	1265	1.10	17.60	4.66
	"Alabama"	"01"	"Dec 22, 2011"	"2011/12/22"	9.21	1265	5.80	12.30	1.92
	"Alabama"	"01"	"Dec 23, 2011"	"2011/12/23"	6.19	1265	4.10	9.60	1.00
	"Alabama"	"01"	"Dec 24, 2011"	"2011/12/24"	13.00	1265	9.30	18.20	1.94
	"Alabama"	"01"	"Dec 25, 2011"	"2011/12/25"	13.04	1265	11.00	18.60	1.70
	"Alabama"	"01"	"Dec 26, 2011"	"2011/12/26"	5.73	1265	1.80	9.40	1.27
	"Alabama"	"01"	"Dec 27, 2011"	"2011/12/27"	6.13	1265	3.10	12.60	1.91
	"Alabama"	"01"	"Dec 28, 2011"	"2011/12/28"	10.82	1265	8.50	15.40	2.02
	"Alabama"	"01"	"Dec 29, 2011"	"2011/12/29"	8.94	1265	7.70	10.50	0.70
	"Alabama"	"01"	"Dec 30, 2011"	"2011/12/30"	11.74	1265	9.20	15.20	1.53
	"Alabama"	"01"	"Dec 31, 2011"	"2011/12/31"	9.59	1265	6.60	20.20	1.98
"Total"	"Alabama"	"01"			12.80	461725	0.00	46.40	5.82
	"Arizona"	"04"	"Jan 01, 2011"	"2011/01/01"	52.21	2869	31.50	64.80	7.07
	"Arizona"	"04"	"Jan 02, 2011"	"2011/01/02"	24.00	2869	17.80	30.40	2.88
	"Arizona"	"04"	"Jan 03, 2011"	"2011/01/03"	19.80	2869	10.20	32.50	4.97
	"Arizona"	"04"	"Jan 04, 2011"	"2011/01/04"	19.18	2869	12.00	25.00	2.78
	"Arizona"	"04"	"Jan 05, 2011"	"2011/01/05"	17.54	2869	13.80	20.90	1.93
	"Arizona"	"04"	"Jan 06, 2011"	"2011/01/06"	18.28	2869	10.00	25.90	3.24
	"Arizona"	"04"	"Jan 07, 2011"	"2011/01/07"	17.47	2869	13.90	20.20	1.57
	"Arizona"	"04"	"Jan 08, 2011"	"2011/01/08"	21.21	2869	17.90	23.70	1.04
	"Arizona"	"04"	"Jan 09, 2011"	"2011/01/09"	16.52	2869	8.00	27.70	5.03
	"Arizona"	"04"	"Jan 10, 2011"	"2011/01/10"	17.37	2869	15.70	18.90	0.54
	"Arizona"	"04"	"Jan 11, 2011"	"2011/01/11"	10.55	2869	4.30	19.60	2.92
	"Arizona"	"04"	"Jan 12, 2011"	"2011/01/12"	13.56	2869	8.60	19.40	2.70
	"Arizona"	"04"	"Jan 13, 2011"	"2011/01/13"	16.15	2869	11.30	22.50	2.85
	"Arizona"	"04"	"Jan 14, 2011"	"2011/01/14"	12.66	2869	9.40	15.50	1.22
	"Arizona"	"04"	"Jan 15, 2011"	"2011/01/15"	10.84	2869	7.10	15.50	1.92
	"Arizona"	"04"	"Jan 16, 2011"	"2011/01/16"	21.45	2869	15.40	27.00	2.94
	"Arizona"	"04"	"Jan 17, 2011"	"2011/01/17"	15.85	2869	13.30	19.60	1.21
	"Arizona"	"04"	"Jan 18, 2011"	"2011/01/18"	15.94	2869	12.10	19.40	1.63
	"Arizona"	"04"	"Jan 19, 2011"	"2011/01/19"	15.37	2869	12.20	17.50	1.31
	"Arizona"	"04"	"Jan 20, 2011"	"2011/01/20"	10.15	2869	3.40	16.90	2.61
	"Arizona"	"04"	"Jan 21, 2011"	"2011/01/21"	12.79	2869	7.00	17.70	2.14
	"Arizona"	"04"	"Jan 22, 2011"	"2011/01/22"	18.19	2869	13.00	21.90	1.52
	"Arizona"	"04"	"Jan 23, 2011"	"2011/01/23"	11.01	2869	7.80	17.60	2.24
	"Arizona"	"04"	"Jan 24, 2011"	"2011/01/24"	12.76	2869	2.60	22.60	5.54
	"Arizona"	"04"	"Jan 25, 2011"	"2011/01/25"	10.83	2869	6.10	17.90	2.21
	"Arizona"	"04"	"Jan 26, 2011"	"2011/01/26"	10.87	2869	7.20	15.60	1.83
	"Arizona"	"04"	"Jan 27, 2011"	"2011/01/27"	8.31	2869	2.60	17.70	3.57
	"Arizona"	"04"	"Jan 28, 2011"	"2011/01/28"	12.97	2869	6.80	17.50	2.69
	"Arizona"	"04"	"Jan 29, 2011"	"2011/01/29"	14.02	2869	8.70	15.40	1.06
	"Arizona"	"04"	"Jan 30, 2011"	"2011/01/30"	11.81	2869	4.40	16.80	3.11
	"Arizona"	"04"	"Jan 31, 2011"	"2011/01/31"	7.96	2869	0.30	13.50	2.56
	"Arizona"	"04"	"Feb 01, 2011"	"2011/02/01"	7.59	2869	2.70	15.70	3.27
	"Arizona"	"04"	"Feb 02, 2011"	"2011/02/02"	2.98	2869	1.20	5.50	0.88
	"Arizona"	"04"	"Feb 03, 2011"	"2011/02/03"	8.19	2869	1.80	18.70	3.33
	"Arizona"	"04"	"Feb 04, 2011"	"2011/02/04"	16.29	2869	12.00	20.00	1.74
	"Arizona"	"04"	"Feb 05, 2011"	"2011/02/05"	19.48	2869	6.60	30.90	5.25
	"Arizona"	"04"	"Feb 06, 2011"	"2011/02/06"	22.53	2869	15.70	27.30	3.03
	"Arizona"	"04"	"Feb 07, 2011"	"2011/02/07"	11.00	2869	7.70	13.70	0.92
	"Arizona"	"04"	"Feb 08, 2011"	"2011/02/08"	7.84	2869	5.60	10.90	1.19
	"Arizona"	"04"	"Feb 09, 2011"	"2011/02/09"	6.36	2869	2.40	8.90	1.24
	"Arizona"	"04"	"Feb 10, 2011"	"2011/02/10"	7.93	2869	1.80	16.50	2.77
	"Arizona"	"04"	"Feb 11, 2011"	"2011/02/11"	11.63	2869	7.80	16.40	2.01
	"Arizona"	"04"	"Feb 12, 2011"	"2011/02/12"	11.45	2869	2.00	19.40	3.12
	"Arizona"	"04"	"Feb 13, 2011"	"2011/02/13"	12.83	2869	8.20	17.10	1.97
	"Arizona"	"04"	"Feb 14, 2011"	"2011/02/14"	13.15	2869	10.40	16.40	1.39
	"Arizona"	"04"	"Feb 15, 2011"	"2011/02/15"	10.38	2869	8.40	12.10	0.92
	"Arizona"	"04"	"Feb 16, 2011"	"2011/02/16"	6.34	2869	2.00	7.60	1.04
	"Arizona"	"04"	"Feb 17, 2011"	"2011/02/17"	5.20	2869	0.00	11.80	3.07
	"Arizona"	"04"	"Feb 18, 2011"	"2011/02/18"	7.65	2869	4.30	14.60	2.39
	"Arizona"	"04"	"Feb 19, 2011"	"2011/02/19"	7.57	2869	3.50	14.10	3.23
	"Arizona"	"04"	"Feb 20, 2011"	"2011/02/20"	7.07	2869	0.20	10.50	2.98
	"Arizona"	"04"	"Feb 21, 2011"	"2011/02/21"	12.39	2869	7.60	19.70	3.48
	"Arizona"	"04"	"Feb 22, 2011"	"2011/02/22"	13.91	2869	9.10	16.10	1.20
	"Arizona"	"04"	"Feb 23, 2011"	"2011/02/23"	10.06	2869	6.90	15.20	2.14
	"Arizona"	"04"	"Feb 24, 2011"	"2011/02/24"	9.40	2869	5.80	13.00	1.67
	"Arizona"	"04"	"Feb 25, 2011"	"2011/02/25"	10.20	2869	7.20	14.90	1.50
	"Arizona"	"04"	"Feb 26, 2011"	"2011/02/26"	5.55	2869	1.40	12.20	1.66
	"Arizona"	"04"	"Feb 27, 2011"	"2011/02/27"	8.04	2869	2.20	12.70	2.87
	"Arizona"	"04"	"Feb 28, 2011"	"2011/02/28"	12.53	2869	8.10	21.20	3.05
	"Arizona"	"04"	"Mar 01, 2011"	"2011/03/01"	8.91	2869	5.80	12.10	1.52
	"Arizona"	"04"	"Mar 02, 2011"	"2011/03/02"	12.76	2869	9.20	16.70	1.63
	"Arizona"	"04"	"Mar 03, 2011"	"2011/03/03"	10.34	2869	7.70	14.70	1.63
	"Arizona"	"04"	"Mar 04, 2011"	"2011/03/04"	5.95	2869	3.00	8.60	0.99
	"Arizona"	"04"	"Mar 05, 2011"	"2011/03/05"	8.63	2869	4.20	15.10	3.25
	"Arizona"	"04"	"Mar 06, 2011"	"2011/03/06"	6.86	2869	2.80	9.90	1.46
	"Arizona"	"04"	"Mar 07, 2011"	"2011/03/07"	6.90	2869	3.60	11.60	2.00
	"Arizona"	"04"	"Mar 08, 2011"	"2011/03/08"	7.39	2869	4.80	12.30	1.36
	"Arizona"	"04"	"Mar 09, 2011"	"2011/03/09"	9.86	2869	3.10	17.40	2.68
	"Arizona"	"04"	"Mar 10, 2011"	"2011/03/10"	8.40	2869	3.40	13.60	1.87
	"Arizona"	"04"	"Mar 11, 2011"	"2011/03/11"	10.57	2869	3.00	12.90	1.77
	"Arizona"	"04"	"Mar 12, 2011"	"2011/03/12"	9.54	2869	5.90	12.70	1.86
	"Arizona"	"04"	"Mar 13, 2011"	"2011/03/13"	8.40	2869	5.00	10.50	0.81
	"Arizona"	"04"	"Mar 14, 2011"	"2011/03/14"	6.17	2869	0.00	16.30	3.46
	"Arizona"	"04"	"Mar 15, 2011"	"2011/03/15"	8.45	2869	4.20	14.00	2.13
	"Arizona"	"04"	"Mar 16, 2011"	"2011/03/16"	7.75	2869	1.70	18.40	2.55
	"Arizona"	"04"	"Mar 17, 2011"	"2011/03/17"	8.02	2869	6.10	10.20	1.06
	"Arizona"	"04"	"Mar 18, 2011"	"2011/03/18"	11.75	2869	1.80	22.00	4.23
	"Arizona"	"04"	"Mar 19, 2011"	"2011/03/19"	14.34	2869	6.30	19.60	2.85
	"Arizona"	"04"	"Mar 20, 2011"	"2011/03/20"	15.80	2869	10.10	20.70	2.16
	"Arizona"	"04"	"Mar 21, 2011"	"2011/03/21"	10.01	2869	3.10	17.00	2.95
	"Arizona"	"04"	"Mar 22, 2011"	"2011/03/22"	5.12	2869	1.90	9.40	1.32
	"Arizona"	"04"	"Mar 23, 2011"	"2011/03/23"	7.38	2869	0.00	11.30	2.40
	"Arizona"	"04"	"Mar 24, 2011"	"2011/03/24"	5.38	2869	2.20	7.80	0.94
	"Arizona"	"04"	"Mar 25, 2011"	"2011/03/25"	13.11	2869	10.80	17.40	1.48
	"Arizona"	"04"	"Mar 26, 2011"	"2011/03/26"	8.08	2869	3.90	12.10	1.57
	"Arizona"	"04"	"Mar 27, 2011"	"2011/03/27"	7.57	2869	2.50	12.50	1.79
	"Arizona"	"04"	"Mar 28, 2011"	"2011/03/28"	6.82	2869	2.70	10.10	1.26
	"Arizona"	"04"	"Mar 29, 2011"	"2011/03/29"	7.50	2869	2.90	11.00	1.38
	"Arizona"	"04"	"Mar 30, 2011"	"2011/03/30"	5.09	2869	0.00	14.70	3.10
	"Arizona"	"04"	"Mar 31, 2011"	"2011/03/31"	8.05	2869	4.70	12.80	1.90
	"Arizona"	"04"	"Apr 01, 2011"	"2011/04/01"	7.07	2869	0.10	13.40	2.55
	"Arizona"	"04"	"Apr 02, 2011"	"2011/04/02"	5.42	2869	4.10	6.90	0.72
	"Arizona"	"04"	"Apr 03, 2011"	"2011/04/03"	5.19	2869	0.60	9.70	1.35
	"Arizona"	"04"	"Apr 04, 2011"	"2011/04/04"	5.99	2869	3.50	10.00	1.49
	"Arizona"	"04"	"Apr 05, 2011"	"2011/04/05"	5.34	2869	1.20	8.90	1.57
	"Arizona"	"04"	"Apr 06, 2011"	"2011/04/06"	7.72	2869	3.80	15.80	2.85
	"Arizona"	"04"	"Apr 07, 2011"	"2011/04/07"	5.44	2869	2.50	7.60	1.03
	"Arizona"	"04"	"Apr 08, 2011"	"2011/04/08"	7.85	2869	3.50	13.10	1.78
	"Arizona"	"04"	"Apr 09, 2011"	"2011/04/09"	3.10	2869	1.80	7.10	1.05
	"Arizona"	"04"	"Apr 10, 2011"	"2011/04/10"	10.21	2869	6.30	17.90	2.98
	"Arizona"	"04"	"Apr 11, 2011"	"2011/04/11"	5.52	2869	2.60	7.10	0.91
	"Arizona"	"04"	"Apr 12, 2011"	"2011/04/12"	7.02	2869	3.60	13.80	1.34
	"Arizona"	"04"	"Apr 13, 2011"	"2011/04/13"	5.62	2869	0.70	11.00	1.37
	"Arizona"	"04"	"Apr 14, 2011"	"2011/04/14"	13.54	2869	7.20	16.20	1.67
	"Arizona"	"04"	"Apr 15, 2011"	"2011/04/15"	14.31	2869	6.40	18.60	2.65
	"Arizona"	"04"	"Apr 16, 2011"	"2011/04/16"	10.19	2869	5.50	11.90	1.08
	"Arizona"	"04"	"Apr 17, 2011"	"2011/04/17"	8.10	2869	0.00	13.80	2.82
	"Arizona"	"04"	"Apr 18, 2011"	"2011/04/18"	10.07	2869	4.80	15.10	2.51
	"Arizona"	"04"	"Apr 19, 2011"	"2011/04/19"	5.43	2869	0.00	9.40	1.94
	"Arizona"	"04"	"Apr 20, 2011"	"2011/04/20"	6.37	2869	1.90	7.80	0.99
	"Arizona"	"04"	"Apr 21, 2011"	"2011/04/21"	5.58	2869	2.40	8.10	1.15
	"Arizona"	"04"	"Apr 22, 2011"	"2011/04/22"	6.41	2869	3.50	10.00	1.06
	"Arizona"	"04"	"Apr 23, 2011"	"2011/04/23"	6.68	2869	3.50	10.30	1.47
	"Arizona"	"04"	"Apr 24, 2011"	"2011/04/24"	7.21	2869	4.60	11.80	1.26
	"Arizona"	"04"	"Apr 25, 2011"	"2011/04/25"	6.72	2869	3.30	9.10	1.10
	"Arizona"	"04"	"Apr 26, 2011"	"2011/04/26"	5.28	2869	0.00	9.90	2.81
	"Arizona"	"04"	"Apr 27, 2011"	"2011/04/27"	4.69	2869	1.70	8.20	1.11
	"Arizona"	"04"	"Apr 28, 2011"	"2011/04/28"	6.01	2869	0.00	9.90	1.88
	"Arizona"	"04"	"Apr 29, 2011"	"2011/04/29"	6.04	2869	2.20	9.00	1.17
	"Arizona"	"04"	"Apr 30, 2011"	"2011/04/30"	6.89	2869	2.30	9.60	1.57
	"Arizona"	"04"	"May 01, 2011"	"2011/05/01"	2.85	2869	0.00	10.00	2.36
	"Arizona"	"04"	"May 02, 2011"	"2011/05/02"	5.15	2869	1.30	7.90	1.16
	"Arizona"	"04"	"May 03, 2011"	"2011/05/03"	5.74	2869	0.00	12.40	2.14
	"Arizona"	"04"	"May 04, 2011"	"2011/05/04"	10.04	2869	6.50	11.80	1.02
	"Arizona"	"04"	"May 05, 2011"	"2011/05/05"	8.69	2869	0.00	13.00	2.66
	"Arizona"	"04"	"May 06, 2011"	"2011/05/06"	8.69	2869	3.10	11.70	1.59
	"Arizona"	"04"	"May 07, 2011"	"2011/05/07"	9.80	2869	4.80	13.40	1.22
	"Arizona"	"04"	"May 08, 2011"	"2011/05/08"	8.97	2869	6.60	10.80	0.97
	"Arizona"	"04"	"May 09, 2011"	"2011/05/09"	7.17	2869	3.30	11.50	1.61
	"Arizona"	"04"	"May 10, 2011"	"2011/05/10"	8.97	2869	3.80	12.00	2.06
	"Arizona"	"04"	"May 11, 2011"	"2011/05/11"	6.80	2869	4.80	10.10	1.25
	"Arizona"	"04"	"May 12, 2011"	"2011/05/12"	5.73	2869	0.00	12.10	2.38
	"Arizona"	"04"	"May 13, 2011"	"2011/05/13"	5.64	2869	3.50	7.40	0.82
	"Arizona"	"04"	"May 14, 2011"	"2011/05/14"	5.78	2869	1.70	8.80	1.18
	"Arizona"	"04"	"May 15, 2011"	"2011/05/15"	6.03	2869	1.20	11.40	1.45
	"Arizona"	"04"	"May 16, 2011"	"2011/05/16"	6.08	2869	4.20	8.50	0.99
	"Arizona"	"04"	"May 17, 2011"	"2011/05/17"	4.92	2869	3.20	7.20	0.82
	"Arizona"	"04"	"May 18, 2011"	"2011/05/18"	7.96	2869	6.20	11.20	1.04
	"Arizona"	"04"	"May 19, 2011"	"2011/05/19"	14.63	2869	5.10	21.70	3.97
	"Arizona"	"04"	"May 20, 2011"	"2011/05/20"	8.21	2869	5.70	11.20	1.46
	"Arizona"	"04"	"May 21, 2011"	"2011/05/21"	7.13	2869	1.10	16.40	2.75
	"Arizona"	"04"	"May 22, 2011"	"2011/05/22"	6.93	2869	5.10	10.60	1.09
	"Arizona"	"04"	"May 23, 2011"	"2011/05/23"	7.41	2869	4.70	10.20	1.38
	"Arizona"	"04"	"May 24, 2011"	"2011/05/24"	10.41	2869	7.50	14.30	1.07
	"Arizona"	"04"	"May 25, 2011"	"2011/05/25"	9.72	2869	6.20	11.70	0.88
	"Arizona"	"04"	"May 26, 2011"	"2011/05/26"	8.52	2869	3.10	14.70	1.86
	"Arizona"	"04"	"May 27, 2011"	"2011/05/27"	7.13	2869	2.40	10.20	1.22
	"Arizona"	"04"	"May 28, 2011"	"2011/05/28"	6.45	2869	0.00	10.50	1.94
	"Arizona"	"04"	"May 29, 2011"	"2011/05/29"	8.89	2869	6.00	11.60	0.84
	"Arizona"	"04"	"May 30, 2011"	"2011/05/30"	6.05	2869	0.00	11.10	3.11
	"Arizona"	"04"	"May 31, 2011"	"2011/05/31"	7.76	2869	5.70	10.00	0.75
	"Arizona"	"04"	"Jun 01, 2011"	"2011/06/01"	9.86	2869	3.50	14.10	2.25
	"Arizona"	"04"	"Jun 02, 2011"	"2011/06/02"	8.26	2869	5.40	12.60	1.50
	"Arizona"	"04"	"Jun 03, 2011"	"2011/06/03"	9.26	2869	5.70	14.20	1.89
	"Arizona"	"04"	"Jun 04, 2011"	"2011/06/04"	8.52	2869	0.00	13.70	2.60
	"Arizona"	"04"	"Jun 05, 2011"	"2011/06/05"	8.71	2869	1.40	14.90	3.45
	"Arizona"	"04"	"Jun 06, 2011"	"2011/06/06"	6.61	2869	0.00	12.50	2.41
	"Arizona"	"04"	"Jun 07, 2011"	"2011/06/07"	5.30	2869	1.40	8.40	1.16
	"Arizona"	"04"	"Jun 08, 2011"	"2011/06/08"	6.81	2869	4.80	11.20	1.32
	"Arizona"	"04"	"Jun 09, 2011"	"2011/06/09"	8.73	2869	3.80	11.10	1.19
	"Arizona"	"04"	"Jun 10, 2011"	"2011/06/10"	10.69	2869	5.10	14.40	1.91
	"Arizona"	"04"	"Jun 11, 2011"	"2011/06/11"	10.54	2869	1.90	17.20	2.90
	"Arizona"	"04"	"Jun 12, 2011"	"2011/06/12"	9.46	2869	6.10	13.10	1.43
	"Arizona"	"04"	"Jun 13, 2011"	"2011/06/13"	6.91	2869	1.50	12.60	2.09
	"Arizona"	"04"	"Jun 14, 2011"	"2011/06/14"	8.05	2869	5.50	11.30	1.30
	"Arizona"	"04"	"Jun 15, 2011"	"2011/06/15"	9.26	2869	2.40	13.30	1.47
	"Arizona"	"04"	"Jun 16, 2011"	"2011/06/16"	7.45	2869	3.80	11.90	1.85
