"Notes"	"State"	"State Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Daily Max Air Temperature (F)	Record Count for Daily Max Air Temp (F)	Min Temp for Daily Max Air Temp (F)	Max Temp for Daily Max Air Temp (F)	Avg Daily Min Air Temperature (F)	Record Count for Daily Min Air Temp (F)	Min Temp for Daily Min Air Temp (F)	Max Temp for Daily Min Air Temp (F)	Avg Daily Max Heat Index (F)	Record Count for Daily Max Heat Index (F)	Min for Daily Max Heat Index (F)	Max for Daily Max Heat Index (F)
	"Alabama"	"01"	"Jun 30, 2011"	"2011/06/30"	94.90	822	84.40	100.70	69.53	822	62.90	82.00	95.31	822	85.30	102.30
	"Alabama"	"01"	"Jul 01, 2011"	"2011/07/01"	97.40	822	86.50	103.70	68.45	822	61.60	81.80	100.67	822	91.20	106.70
	"Alabama"	"01"	"Jul 02, 2011"	"2011/07/02"	97.42	822	86.50	103.60	73.99	822	67.40	83.10	101.77	822	93.40	106.70
	"Alabama"	"01"	"Jul 03, 2011"	"2011/07/03"	97.11	822	85.60	102.30	75.63	822	71.00	82.70	103.05	822	96.00	107.60
	"Alabama"	"01"	"Jul 04, 2011"	"2011/07/04"	95.66	822	86.00	100.40	78.51	822	74.50	82.60	101.68	822	93.50	107.40
	"Alabama"	"01"	"Jul 05, 2011"	"2011/07/05"	91.89	822	85.30	96.60	76.91	822	72.80	81.30	96.39	822	90.30	101.30
	"Alabama"	"01"	"Jul 06, 2011"	"2011/07/06"	93.69	822	83.30	99.40	74.65	822	69.40	80.20	97.85	822	87.00	102.00
	"Alabama"	"01"	"Jul 07, 2011"	"2011/07/07"	94.45	822	84.10	101.00	77.01	822	72.00	82.10	99.79	822	88.90	105.20
	"Alabama"	"01"	"Jul 08, 2011"	"2011/07/08"	96.51	822	86.40	102.50	76.13	822	70.40	83.50	103.00	822	93.00	108.50
	"Alabama"	"01"	"Jul 09, 2011"	"2011/07/09"	96.34	822	87.10	100.20	79.41	822	74.30	84.20	105.51	822	99.30	110.50
	"Alabama"	"01"	"Jul 10, 2011"	"2011/07/10"	95.43	822	86.90	100.40	80.19	822	74.80	84.30	106.27	822	95.10	113.80
	"Alabama"	"01"	"Jul 11, 2011"	"2011/07/11"	94.52	822	87.20	101.20	79.80	822	73.90	83.10	105.02	822	98.20	110.20
	"Alabama"	"01"	"Jul 12, 2011"	"2011/07/12"	96.59	822	84.40	101.00	77.85	822	75.40	82.90	107.93	822	94.20	118.20
	"Alabama"	"01"	"Jul 13, 2011"	"2011/07/13"	95.10	822	86.40	98.90	79.99	822	74.70	82.60	105.71	822	97.40	119.50
	"Alabama"	"01"	"Jul 14, 2011"	"2011/07/14"	94.24	822	84.60	98.00	78.34	822	72.60	82.10	103.63	822	95.30	112.60
	"Alabama"	"01"	"Jul 15, 2011"	"2011/07/15"	91.00	822	83.30	96.50	77.08	822	70.50	81.20	98.14	822	88.50	104.80
	"Alabama"	"01"	"Jul 16, 2011"	"2011/07/16"	83.09	822	75.10	93.20	70.03	822	60.00	80.20	91.20	538	82.70	100.10
	"Alabama"	"01"	"Jul 17, 2011"	"2011/07/17"	82.43	822	69.80	90.20	68.72	822	51.90	77.60	88.94	621	81.70	94.90
	"Alabama"	"01"	"Jul 18, 2011"	"2011/07/18"	90.49	822	82.40	95.20	72.06	822	64.60	78.70	94.06	822	84.90	98.60
	"Alabama"	"01"	"Jul 19, 2011"	"2011/07/19"	94.64	822	85.10	98.40	74.90	822	68.90	79.90	101.87	822	93.20	106.10
	"Alabama"	"01"	"Jul 20, 2011"	"2011/07/20"	93.86	822	85.10	98.80	78.66	822	74.00	82.10	102.51	822	94.40	108.60
	"Alabama"	"01"	"Jul 21, 2011"	"2011/07/21"	92.49	822	85.20	96.50	79.49	822	76.20	82.30	101.36	822	95.50	107.30
	"Alabama"	"01"	"Jul 22, 2011"	"2011/07/22"	92.07	822	82.90	96.60	77.69	822	74.20	81.30	99.67	822	92.00	103.40
	"Alabama"	"01"	"Jul 23, 2011"	"2011/07/23"	90.76	822	81.80	95.90	76.75	822	73.30	80.60	99.19	822	88.40	103.80
	"Alabama"	"01"	"Jul 24, 2011"	"2011/07/24"	90.65	822	82.30	95.30	75.55	822	71.90	80.60	98.38	822	89.60	105.30
	"Alabama"	"01"	"Jul 25, 2011"	"2011/07/25"	89.88	822	83.10	94.00	76.53	822	72.20	80.30	97.88	822	89.40	102.10
	"Alabama"	"01"	"Jul 26, 2011"	"2011/07/26"	92.72	822	83.80	98.50	76.91	822	72.00	80.40	101.24	822	92.40	107.20
	"Alabama"	"01"	"Jul 27, 2011"	"2011/07/27"	93.50	822	81.80	101.20	75.68	822	70.80	80.30	102.13	822	88.00	108.80
	"Alabama"	"01"	"Jul 28, 2011"	"2011/07/28"	86.62	822	77.50	95.10	73.70	822	70.80	79.40	94.06	779	83.70	104.20
	"Alabama"	"01"	"Jul 29, 2011"	"2011/07/29"	93.92	822	85.50	97.50	73.23	822	70.70	81.10	101.02	822	93.70	105.40
	"Alabama"	"01"	"Jul 30, 2011"	"2011/07/30"	94.47	822	83.30	99.10	79.19	822	73.30	82.70	102.95	822	88.30	107.80
	"Alabama"	"01"	"Jul 31, 2011"	"2011/07/31"	96.12	822	86.60	99.90	80.15	822	71.90	83.80	105.66	822	98.60	109.10
	"Alabama"	"01"	"Aug 01, 2011"	"2011/08/01"	96.48	822	85.80	101.10	79.33	822	72.70	83.30	107.29	822	97.80	112.60
	"Alabama"	"01"	"Aug 02, 2011"	"2011/08/02"	97.62	822	85.80	102.70	77.55	822	71.40	82.90	110.46	822	99.60	116.70
	"Alabama"	"01"	"Aug 03, 2011"	"2011/08/03"	101.72	822	87.30	108.40	80.93	822	74.40	84.80	112.43	822	103.20	120.40
	"Alabama"	"01"	"Aug 04, 2011"	"2011/08/04"	99.36	822	86.60	106.60	79.24	822	75.70	83.50	111.46	822	101.60	120.10
	"Alabama"	"01"	"Aug 05, 2011"	"2011/08/05"	98.94	822	86.40	102.30	79.79	822	74.00	83.00	109.20	822	100.30	113.50
	"Alabama"	"01"	"Aug 06, 2011"	"2011/08/06"	98.15	822	86.40	103.60	80.48	822	75.30	83.60	109.04	822	98.70	114.60
	"Alabama"	"01"	"Aug 07, 2011"	"2011/08/07"	97.33	822	87.00	102.90	79.89	822	75.10	84.40	107.36	822	100.00	112.50
	"Alabama"	"01"	"Aug 08, 2011"	"2011/08/08"	97.60	822	86.20	102.50	79.41	822	75.10	84.20	108.68	822	99.30	112.40
	"Alabama"	"01"	"Aug 09, 2011"	"2011/08/09"	94.49	822	87.30	98.30	78.68	822	73.50	84.80	102.69	822	93.40	109.20
	"Alabama"	"01"	"Aug 10, 2011"	"2011/08/10"	95.19	822	88.30	100.40	78.37	822	70.10	84.50	105.85	822	94.00	113.10
	"Alabama"	"01"	"Aug 11, 2011"	"2011/08/11"	95.26	822	86.80	99.70	77.02	822	71.20	85.00	102.63	822	90.70	111.30
	"Alabama"	"01"	"Aug 12, 2011"	"2011/08/12"	95.25	822	88.20	98.90	75.93	822	69.10	84.60	100.34	822	91.60	108.00
	"Alabama"	"01"	"Aug 13, 2011"	"2011/08/13"	94.31	822	87.70	98.20	77.36	822	71.50	84.10	103.00	822	94.80	107.70
	"Alabama"	"01"	"Aug 14, 2011"	"2011/08/14"	92.87	822	84.30	98.50	73.43	822	65.00	83.00	98.61	822	87.60	105.70
	"Alabama"	"01"	"Aug 15, 2011"	"2011/08/15"	90.61	822	81.50	96.70	65.94	822	59.10	82.20	90.03	822	82.90	97.40
	"Alabama"	"01"	"Aug 16, 2011"	"2011/08/16"	93.08	822	85.50	96.80	64.65	822	61.50	79.60	92.64	822	86.20	96.90
	"Alabama"	"01"	"Aug 17, 2011"	"2011/08/17"	95.71	822	87.90	99.80	67.69	822	64.10	80.30	96.39	822	87.60	102.40
	"Alabama"	"01"	"Aug 18, 2011"	"2011/08/18"	96.18	822	86.40	99.80	71.92	822	67.90	81.30	99.26	822	92.40	103.50
	"Alabama"	"01"	"Aug 19, 2011"	"2011/08/19"	96.64	822	85.40	100.90	74.96	822	70.30	81.80	102.53	822	94.80	107.80
	"Alabama"	"01"	"Aug 20, 2011"	"2011/08/20"	97.41	822	86.10	101.10	77.50	822	71.00	83.20	104.55	822	96.20	110.70
	"Alabama"	"01"	"Aug 21, 2011"	"2011/08/21"	97.57	822	85.80	102.00	76.39	822	72.10	82.20	106.28	822	96.60	111.90
	"Alabama"	"01"	"Aug 22, 2011"	"2011/08/22"	97.06	822	86.80	101.90	76.87	822	69.00	82.20	103.73	822	92.40	111.00
	"Alabama"	"01"	"Aug 23, 2011"	"2011/08/23"	98.69	822	87.90	103.20	74.56	822	65.90	83.50	99.59	822	87.70	107.80
	"Alabama"	"01"	"Aug 24, 2011"	"2011/08/24"	98.02	822	86.90	102.80	72.14	822	66.90	82.70	100.89	822	92.10	106.10
	"Alabama"	"01"	"Aug 25, 2011"	"2011/08/25"	98.16	822	87.90	102.00	73.96	822	69.60	83.20	100.81	822	93.70	105.60
	"Alabama"	"01"	"Aug 26, 2011"	"2011/08/26"	100.08	822	89.60	103.60	74.62	822	68.40	84.00	106.00	822	97.80	110.20
	"Alabama"	"01"	"Aug 27, 2011"	"2011/08/27"	95.98	822	85.60	101.40	69.31	822	64.40	84.80	96.40	822	87.30	104.80
	"Alabama"	"01"	"Aug 28, 2011"	"2011/08/28"	96.86	822	86.40	101.20	65.63	822	62.10	80.90	95.68	822	86.20	99.60
	"Alabama"	"01"	"Aug 29, 2011"	"2011/08/29"	96.27	822	85.20	101.30	64.88	822	62.00	81.30	94.53	822	84.30	99.90
	"Alabama"	"01"	"Aug 30, 2011"	"2011/08/30"	98.10	822	88.50	101.80	63.89	822	59.30	81.40	96.69	822	89.60	101.30
	"Alabama"	"01"	"Aug 31, 2011"	"2011/08/31"	96.89	822	85.60	103.00	70.25	822	66.80	82.80	101.50	822	95.30	105.10
	"Alabama"	"01"	"Sep 01, 2011"	"2011/09/01"	95.51	822	83.50	99.90	74.07	822	70.70	82.30	100.13	822	92.30	105.70
	"Alabama"	"01"	"Sep 02, 2011"	"2011/09/02"	98.28	822	84.40	102.80	72.32	822	65.60	82.80	99.25	822	93.10	103.80
	"Alabama"	"01"	"Sep 03, 2011"	"2011/09/03"	95.50	822	77.90	100.80	67.88	822	60.70	81.30	96.95	810	84.40	101.80
	"Alabama"	"01"	"Sep 04, 2011"	"2011/09/04"	83.51	822	77.30	90.30	71.71	822	67.60	81.20	88.89	767	83.10	100.00
	"Alabama"	"01"	"Sep 05, 2011"	"2011/09/05"	77.51	822	69.40	89.50	62.06	822	53.70	71.90	88.66	326	83.90	99.80
	"Alabama"	"01"	"Sep 06, 2011"	"2011/09/06"	67.41	822	56.70	78.20	56.74	822	45.40	69.10	Missing	0	Missing	Missing
	"Alabama"	"01"	"Sep 07, 2011"	"2011/09/07"	75.48	822	65.90	81.60	56.94	822	52.10	70.60	80.65	20	80.20	81.10
	"Alabama"	"01"	"Sep 08, 2011"	"2011/09/08"	76.40	822	70.40	80.80	62.77	822	56.20	71.00	79.96	12	79.80	80.10
	"Alabama"	"01"	"Sep 09, 2011"	"2011/09/09"	81.94	822	73.60	85.70	61.27	822	52.90	72.30	81.96	638	79.70	83.70
	"Alabama"	"01"	"Sep 10, 2011"	"2011/09/10"	85.44	822	78.10	89.80	57.91	822	51.50	75.20	83.67	804	80.60	86.80
	"Alabama"	"01"	"Sep 11, 2011"	"2011/09/11"	86.64	822	78.00	90.40	59.66	822	54.10	75.60	85.20	803	80.40	87.80
	"Alabama"	"01"	"Sep 12, 2011"	"2011/09/12"	89.42	822	81.00	93.10	62.95	822	58.80	76.70	90.09	822	82.10	94.10
	"Alabama"	"01"	"Sep 13, 2011"	"2011/09/13"	90.50	822	82.30	94.20	65.27	822	62.40	78.10	90.51	822	82.60	95.50
	"Alabama"	"01"	"Sep 14, 2011"	"2011/09/14"	91.35	822	82.60	94.90	64.53	822	58.70	78.10	91.43	822	83.70	96.40
	"Alabama"	"01"	"Sep 15, 2011"	"2011/09/15"	83.69	822	67.60	94.50	57.38	822	48.60	73.50	90.13	573	80.70	96.70
	"Alabama"	"01"	"Sep 16, 2011"	"2011/09/16"	82.54	822	73.10	90.00	52.03	822	46.50	68.80	84.48	625	80.50	90.90
	"Alabama"	"01"	"Sep 17, 2011"	"2011/09/17"	85.47	822	73.80	93.00	63.37	822	57.10	75.40	87.33	704	80.60	93.80
	"Alabama"	"01"	"Sep 18, 2011"	"2011/09/18"	86.68	822	78.60	92.30	63.07	822	57.60	77.90	88.63	794	81.20	95.70
	"Alabama"	"01"	"Sep 19, 2011"	"2011/09/19"	86.21	822	76.30	91.10	67.13	822	59.80	78.40	88.96	753	81.40	93.70
	"Alabama"	"01"	"Sep 20, 2011"	"2011/09/20"	81.65	822	70.80	90.80	70.45	822	64.20	77.00	87.96	532	82.10	93.20
	"Alabama"	"01"	"Sep 21, 2011"	"2011/09/21"	87.06	822	79.10	91.70	70.17	822	64.40	78.60	90.81	817	82.40	95.80
	"Alabama"	"01"	"Sep 22, 2011"	"2011/09/22"	85.31	822	79.50	88.80	73.02	822	65.90	77.50	89.23	818	82.00	92.90
	"Alabama"	"01"	"Sep 23, 2011"	"2011/09/23"	80.94	822	69.20	87.10	65.07	822	52.60	76.70	86.70	530	81.20	90.30
	"Alabama"	"01"	"Sep 24, 2011"	"2011/09/24"	83.59	822	75.40	89.10	60.51	822	49.60	76.40	84.23	668	79.20	91.30
	"Alabama"	"01"	"Sep 25, 2011"	"2011/09/25"	88.22	822	80.50	92.50	61.30	822	51.20	77.40	88.97	822	81.70	96.50
	"Alabama"	"01"	"Sep 26, 2011"	"2011/09/26"	87.72	822	75.50	93.90	65.69	822	58.10	79.70	91.66	760	81.70	98.00
	"Alabama"	"01"	"Sep 27, 2011"	"2011/09/27"	84.96	822	75.20	93.50	68.69	822	53.90	80.10	88.75	687	80.10	97.30
	"Alabama"	"01"	"Sep 28, 2011"	"2011/09/28"	84.83	822	77.60	88.60	65.85	822	59.90	76.70	87.47	793	80.40	92.40
	"Alabama"	"01"	"Sep 29, 2011"	"2011/09/29"	86.24	822	78.80	90.90	60.98	822	55.70	74.10	85.66	813	80.90	90.30
	"Alabama"	"01"	"Sep 30, 2011"	"2011/09/30"	78.60	822	66.00	89.20	50.69	822	45.60	71.90	82.49	389	79.10	87.60
	"Alabama"	"01"	"Oct 01, 2011"	"2011/10/01"	69.92	822	58.60	76.70	44.05	822	40.10	66.90	Missing	0	Missing	Missing
	"Alabama"	"01"	"Oct 02, 2011"	"2011/10/02"	69.88	822	61.20	75.00	40.43	822	37.00	63.40	Missing	0	Missing	Missing
	"Alabama"	"01"	"Oct 03, 2011"	"2011/10/03"	75.73	822	67.90	80.80	40.90	822	37.10	65.80	78.53	11	78.30	78.80
	"Alabama"	"01"	"Oct 04, 2011"	"2011/10/04"	78.91	822	72.00	84.10	45.82	822	40.00	67.90	79.57	335	78.90	81.40
	"Alabama"	"01"	"Oct 05, 2011"	"2011/10/05"	81.71	822	76.60	85.20	49.23	822	41.80	68.10	80.85	697	79.60	82.50
	"Alabama"	"01"	"Oct 06, 2011"	"2011/10/06"	82.59	822	77.40	85.30	53.71	822	47.50	71.30	81.66	795	79.70	83.10
	"Alabama"	"01"	"Oct 07, 2011"	"2011/10/07"	83.89	822	78.70	87.50	54.27	822	50.50	73.30	82.58	809	79.70	86.30
	"Alabama"	"01"	"Oct 08, 2011"	"2011/10/08"	82.05	822	76.20	85.90	58.19	822	52.60	73.60	82.12	733	79.40	85.60
	"Alabama"	"01"	"Oct 09, 2011"	"2011/10/09"	76.19	822	71.40	83.50	57.09	822	52.10	72.00	81.54	120	79.80	84.10
	"Alabama"	"01"	"Oct 10, 2011"	"2011/10/10"	74.63	822	65.40	82.10	62.63	822	57.50	68.90	80.80	78	80.30	81.80
	"Alabama"	"01"	"Oct 11, 2011"	"2011/10/11"	69.28	822	62.00	77.80	62.28	822	56.70	68.70	Missing	0	Missing	Missing
	"Alabama"	"01"	"Oct 12, 2011"	"2011/10/12"	76.34	822	69.20	84.10	62.25	822	56.50	71.00	82.76	200	80.90	85.00
	"Alabama"	"01"	"Oct 13, 2011"	"2011/10/13"	78.80	822	67.00	86.80	58.37	822	54.10	73.30	83.19	312	79.90	88.30
	"Alabama"	"01"	"Oct 14, 2011"	"2011/10/14"	81.26	822	72.60	85.70	52.38	822	47.80	69.30	80.18	604	78.50	82.50
	"Alabama"	"01"	"Oct 15, 2011"	"2011/10/15"	83.89	822	70.80	90.20	53.12	822	47.30	70.50	82.93	650	78.60	86.50
	"Alabama"	"01"	"Oct 16, 2011"	"2011/10/16"	87.98	822	79.00	92.20	52.89	822	47.00	71.30	84.91	820	79.70	88.50
	"Alabama"	"01"	"Oct 17, 2011"	"2011/10/17"	87.49	822	78.60	90.80	55.85	822	49.50	72.30	85.15	820	80.60	87.60
	"Alabama"	"01"	"Oct 18, 2011"	"2011/10/18"	83.21	822	76.40	88.30	54.12	822	46.80	65.00	85.35	675	80.60	90.70
	"Alabama"	"01"	"Oct 19, 2011"	"2011/10/19"	59.39	822	49.00	66.50	46.59	822	41.00	57.90	Missing	0	Missing	Missing
	"Alabama"	"01"	"Oct 20, 2011"	"2011/10/20"	60.78	822	51.00	66.50	41.94	822	36.90	56.00	Missing	0	Missing	Missing
	"Alabama"	"01"	"Oct 21, 2011"	"2011/10/21"	66.18	822	57.00	72.90	36.46	822	30.60	60.10	Missing	0	Missing	Missing
	"Alabama"	"01"	"Oct 22, 2011"	"2011/10/22"	68.66	822	61.00	73.30	37.89	822	33.10	61.80	Missing	0	Missing	Missing
	"Alabama"	"01"	"Oct 23, 2011"	"2011/10/23"	71.24	822	65.40	76.40	41.23	822	35.80	62.20	Missing	0	Missing	Missing
	"Alabama"	"01"	"Oct 24, 2011"	"2011/10/24"	76.61	822	69.50	81.00	54.54	822	48.90	69.80	80.02	65	79.40	80.90
	"Alabama"	"01"	"Oct 25, 2011"	"2011/10/25"	79.22	822	72.60	82.70	50.50	822	46.00	67.60	79.83	320	79.10	80.90
	"Alabama"	"01"	"Oct 26, 2011"	"2011/10/26"	79.23	822	72.60	82.90	49.56	822	44.50	68.20	80.27	336	79.40	81.80
	"Alabama"	"01"	"Oct 27, 2011"	"2011/10/27"	79.21	822	65.20	83.80	51.70	822	47.20	69.60	81.83	357	80.00	83.90
	"Alabama"	"01"	"Oct 28, 2011"	"2011/10/28"	64.58	822	49.80	78.00	49.18	822	38.60	60.80	Missing	0	Missing	Missing
	"Alabama"	"01"	"Oct 29, 2011"	"2011/10/29"	62.76	822	53.30	68.60	38.21	822	32.80	54.90	Missing	0	Missing	Missing
	"Alabama"	"01"	"Oct 30, 2011"	"2011/10/30"	65.59	822	58.80	69.70	34.48	822	26.00	58.90	Missing	0	Missing	Missing
	"Alabama"	"01"	"Oct 31, 2011"	"2011/10/31"	69.21	822	60.90	75.10	37.69	822	31.40	59.60	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 01, 2011"	"2011/11/01"	69.89	822	62.40	74.00	39.49	822	36.70	63.20	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 02, 2011"	"2011/11/02"	71.29	822	63.20	76.50	38.74	822	31.40	66.00	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 03, 2011"	"2011/11/03"	67.64	822	54.10	82.50	44.37	822	37.80	57.70	81.32	40	80.40	82.20
	"Alabama"	"01"	"Nov 04, 2011"	"2011/11/04"	65.16	822	59.30	68.10	42.74	822	37.10	53.20	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 05, 2011"	"2011/11/05"	68.05	822	60.40	73.10	41.11	822	36.20	60.10	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 06, 2011"	"2011/11/06"	69.62	822	61.30	75.30	36.71	822	32.20	64.90	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 07, 2011"	"2011/11/07"	72.11	822	64.90	77.40	55.68	822	48.10	67.60	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 08, 2011"	"2011/11/08"	76.61	822	67.00	82.40	58.53	822	51.70	69.40	80.55	135	79.70	81.70
	"Alabama"	"01"	"Nov 09, 2011"	"2011/11/09"	72.52	822	62.90	81.60	51.37	822	41.70	65.90	80.73	28	80.30	81.40
	"Alabama"	"01"	"Nov 10, 2011"	"2011/11/10"	58.59	822	50.30	65.90	34.01	822	29.50	55.90	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 11, 2011"	"2011/11/11"	60.71	822	51.60	65.90	28.71	822	22.10	53.00	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 12, 2011"	"2011/11/12"	65.15	822	59.00	69.40	31.59	822	24.60	58.40	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 13, 2011"	"2011/11/13"	75.25	822	64.90	80.40	43.20	822	33.40	63.60	80.54	16	79.70	81.00
	"Alabama"	"01"	"Nov 14, 2011"	"2011/11/14"	80.26	822	72.80	84.50	58.26	822	51.10	71.20	82.53	473	80.50	85.20
	"Alabama"	"01"	"Nov 15, 2011"	"2011/11/15"	74.32	822	65.00	85.20	60.18	822	52.10	70.80	82.62	77	81.10	85.10
	"Alabama"	"01"	"Nov 16, 2011"	"2011/11/16"	74.10	822	61.70	86.10	56.65	822	44.50	71.90	84.60	153	82.00	89.10
	"Alabama"	"01"	"Nov 17, 2011"	"2011/11/17"	59.68	822	46.50	71.90	34.64	822	30.40	55.80	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 18, 2011"	"2011/11/18"	58.99	822	49.20	66.80	29.60	822	25.30	54.20	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 19, 2011"	"2011/11/19"	69.99	822	59.70	78.20	42.62	822	31.30	65.60	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 20, 2011"	"2011/11/20"	79.26	822	72.30	85.50	53.44	822	47.00	70.50	83.55	356	81.00	86.10
	"Alabama"	"01"	"Nov 21, 2011"	"2011/11/21"	80.82	822	73.10	85.10	60.21	822	55.50	69.90	82.59	554	80.50	85.50
	"Alabama"	"01"	"Nov 22, 2011"	"2011/11/22"	79.09	822	70.00	84.20	58.77	822	54.50	70.00	83.67	390	81.70	86.40
	"Alabama"	"01"	"Nov 23, 2011"	"2011/11/23"	66.57	822	58.30	74.10	46.57	822	40.90	62.20	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 24, 2011"	"2011/11/24"	66.47	822	60.20	70.60	40.09	822	36.80	58.00	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 25, 2011"	"2011/11/25"	67.86	822	60.40	73.10	37.87	822	34.10	62.30	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 26, 2011"	"2011/11/26"	75.63	822	67.60	80.10	48.52	822	42.80	68.90	81.00	1	81.00	81.00
	"Alabama"	"01"	"Nov 27, 2011"	"2011/11/27"	67.24	822	59.70	81.40	50.09	822	40.60	59.50	81.06	14	80.60	81.60
	"Alabama"	"01"	"Nov 28, 2011"	"2011/11/28"	50.48	822	40.60	62.00	37.83	822	33.30	48.80	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 29, 2011"	"2011/11/29"	46.55	822	36.90	59.00	35.65	822	30.20	48.80	Missing	0	Missing	Missing
	"Alabama"	"01"	"Nov 30, 2011"	"2011/11/30"	50.32	822	42.50	56.70	32.87	822	29.80	49.50	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 01, 2011"	"2011/12/01"	57.77	822	52.20	62.00	29.58	822	25.50	50.30	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 02, 2011"	"2011/12/02"	61.21	822	55.30	66.20	32.78	822	28.80	56.00	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 03, 2011"	"2011/12/03"	65.52	822	55.50	73.70	33.45	822	27.00	61.80	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 04, 2011"	"2011/12/04"	70.92	822	61.10	76.30	44.64	822	38.60	67.30	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 05, 2011"	"2011/12/05"	72.95	822	64.20	79.20	54.71	822	45.20	68.00	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 06, 2011"	"2011/12/06"	62.90	822	53.10	73.60	49.81	822	38.50	62.90	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 07, 2011"	"2011/12/07"	50.97	822	42.60	63.20	30.82	822	27.60	45.80	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 08, 2011"	"2011/12/08"	50.44	822	44.70	55.30	28.41	822	25.70	45.60	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 09, 2011"	"2011/12/09"	54.13	822	47.80	60.50	30.89	822	27.50	51.60	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 10, 2011"	"2011/12/10"	51.67	822	41.30	61.20	29.50	822	25.00	51.60	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 11, 2011"	"2011/12/11"	54.80	822	46.70	61.10	26.98	822	22.70	50.10	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 12, 2011"	"2011/12/12"	58.99	822	50.90	68.90	36.37	822	29.70	56.00	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 13, 2011"	"2011/12/13"	65.31	822	57.80	70.20	44.34	822	38.50	60.10	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 14, 2011"	"2011/12/14"	70.19	822	61.90	75.90	47.27	822	41.50	62.80	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 15, 2011"	"2011/12/15"	71.36	822	64.50	77.40	53.52	822	44.60	67.10	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 16, 2011"	"2011/12/16"	66.76	822	48.70	78.60	48.97	822	32.10	65.40	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 17, 2011"	"2011/12/17"	54.95	822	44.80	67.00	34.63	822	28.10	50.90	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 18, 2011"	"2011/12/18"	57.00	822	48.70	63.80	32.06	822	28.90	48.10	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 19, 2011"	"2011/12/19"	65.87	822	56.10	72.60	36.30	822	31.90	51.00	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 20, 2011"	"2011/12/20"	73.35	822	61.60	79.00	48.17	822	40.60	65.60	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 21, 2011"	"2011/12/21"	65.96	822	60.20	73.90	54.73	822	48.10	68.10	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 22, 2011"	"2011/12/22"	69.55	822	54.90	77.70	53.21	822	44.40	66.30	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 23, 2011"	"2011/12/23"	58.64	822	50.10	67.60	41.13	822	35.20	57.70	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 24, 2011"	"2011/12/24"	58.57	822	49.10	67.80	35.93	822	31.20	54.90	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 25, 2011"	"2011/12/25"	54.94	822	50.20	68.80	43.69	822	36.20	60.80	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 26, 2011"	"2011/12/26"	58.27	822	51.20	68.30	42.37	822	31.40	60.80	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 27, 2011"	"2011/12/27"	54.58	822	43.90	67.60	40.59	822	35.30	53.50	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 28, 2011"	"2011/12/28"	53.93	822	43.90	61.40	34.00	822	28.70	53.20	Missing	0	Missing	Missing
	"Alabama"	"01"	"Dec 29, 2011"	"2011/12/29"	59.93	822	50.80	67.60	34.40	822	28.90	56.10	Missing	0	Missing	Missing
