"Notes"	"County"	"County Code"	"Month, Year"	"Month, Year Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight	Min Daily Sunlight	Max Daily Sunlight
	"Cullman County, AL"	"01043"	"Mar, 1979"	"1979/03"	15803.82	403	6173.90	22129.90
	"Cullman County, AL"	"01043"	"Apr, 1979"	"1979/04"	18055.44	390	6853.90	25505.30
	"Cullman County, AL"	"01043"	"May, 1979"	"1979/05"	22142.72	403	7887.30	30058.50
	"Cullman County, AL"	"01043"	"Jun, 1979"	"1979/06"	24389.00	390	12523.40	30352.10
	"Cullman County, AL"	"01043"	"Jul, 1979"	"1979/07"	21928.06	403	14447.10	31998.20
	"Cullman County, AL"	"01043"	"Aug, 1979"	"1979/08"	20748.75	403	13094.40	29395.40
	"Cullman County, AL"	"01043"	"Sep, 1979"	"1979/09"	17092.67	390	4795.50	23939.70
	"Cullman County, AL"	"01043"	"Oct, 1979"	"1979/10"	16988.73	403	4409.60	21422.40
	"Cullman County, AL"	"01043"	"Nov, 1979"	"1979/11"	10519.92	390	2485.80	14699.60
	"Cullman County, AL"	"01043"	"Dec, 1979"	"1979/12"	8632.72	403	2327.10	11843.50
"Total"	"Cullman County, AL"	"01043"			16276.84	4745	2327.10	31998.20
	"Dale County, AL"	"01045"	"Jan, 1979"	"1979/01"	9754.08	279	2943.10	14787.60
	"Dale County, AL"	"01045"	"Feb, 1979"	"1979/02"	11863.51	252	3262.40	18507.30
	"Dale County, AL"	"01045"	"Mar, 1979"	"1979/03"	18794.66	279	7351.70	23488.30
	"Dale County, AL"	"01045"	"Apr, 1979"	"1979/04"	19234.25	270	8558.90	25740.90
	"Dale County, AL"	"01045"	"May, 1979"	"1979/05"	22264.31	279	12551.00	30526.90
	"Dale County, AL"	"01045"	"Jun, 1979"	"1979/06"	24830.39	270	14720.80	31961.30
	"Dale County, AL"	"01045"	"Jul, 1979"	"1979/07"	21366.34	279	12146.10	33094.20
	"Dale County, AL"	"01045"	"Aug, 1979"	"1979/08"	21833.42	279	13834.90	30187.00
	"Dale County, AL"	"01045"	"Sep, 1979"	"1979/09"	16210.04	270	4352.70	24244.90
	"Dale County, AL"	"01045"	"Oct, 1979"	"1979/10"	17974.00	279	12546.30	21269.80
	"Dale County, AL"	"01045"	"Nov, 1979"	"1979/11"	11777.34	270	3640.60	16416.80
	"Dale County, AL"	"01045"	"Dec, 1979"	"1979/12"	10157.69	279	3263.70	13141.90
"Total"	"Dale County, AL"	"01045"			17206.08	3285	2943.10	33094.20
	"Dallas County, AL"	"01047"	"Jan, 1979"	"1979/01"	8891.52	465	2924.00	13579.80
	"Dallas County, AL"	"01047"	"Feb, 1979"	"1979/02"	11616.90	420	3348.40	17907.80
	"Dallas County, AL"	"01047"	"Mar, 1979"	"1979/03"	17853.12	465	7568.60	23238.20
	"Dallas County, AL"	"01047"	"Apr, 1979"	"1979/04"	18157.29	450	7279.60	26228.70
	"Dallas County, AL"	"01047"	"May, 1979"	"1979/05"	21971.35	465	12687.10	30322.60
	"Dallas County, AL"	"01047"	"Jun, 1979"	"1979/06"	25050.27	450	13873.70	31939.80
	"Dallas County, AL"	"01047"	"Jul, 1979"	"1979/07"	22013.06	465	7978.70	34049.00
	"Dallas County, AL"	"01047"	"Aug, 1979"	"1979/08"	22652.22	465	15389.60	30666.10
	"Dallas County, AL"	"01047"	"Sep, 1979"	"1979/09"	17434.03	450	5111.00	24892.20
	"Dallas County, AL"	"01047"	"Oct, 1979"	"1979/10"	18096.41	465	9221.60	21521.60
	"Dallas County, AL"	"01047"	"Nov, 1979"	"1979/11"	11786.39	450	3235.10	16190.70
	"Dallas County, AL"	"01047"	"Dec, 1979"	"1979/12"	9354.39	465	2658.80	13030.30
"Total"	"Dallas County, AL"	"01047"			17106.59	5475	2658.80	34049.00
	"DeKalb County, AL"	"01049"	"Jan, 1979"	"1979/01"	8123.76	372	2327.60	12114.20
	"DeKalb County, AL"	"01049"	"Feb, 1979"	"1979/02"	10562.86	336	3776.00	15853.60
	"DeKalb County, AL"	"01049"	"Mar, 1979"	"1979/03"	15372.07	372	4773.70	21486.80
	"DeKalb County, AL"	"01049"	"Apr, 1979"	"1979/04"	17849.94	360	6953.30	24503.40
	"DeKalb County, AL"	"01049"	"May, 1979"	"1979/05"	21681.34	372	7343.30	29269.60
	"DeKalb County, AL"	"01049"	"Jun, 1979"	"1979/06"	23563.84	360	10924.10	30064.30
	"DeKalb County, AL"	"01049"	"Jul, 1979"	"1979/07"	21516.97	372	12615.80	32355.10
	"DeKalb County, AL"	"01049"	"Aug, 1979"	"1979/08"	21293.83	372	12781.10	29273.10
	"DeKalb County, AL"	"01049"	"Sep, 1979"	"1979/09"	16790.03	360	5242.50	23270.30
	"DeKalb County, AL"	"01049"	"Oct, 1979"	"1979/10"	16323.19	372	5471.80	20516.90
	"DeKalb County, AL"	"01049"	"Nov, 1979"	"1979/11"	9986.42	360	2601.30	13908.60
	"DeKalb County, AL"	"01049"	"Dec, 1979"	"1979/12"	8164.24	372	2602.50	11408.10
"Total"	"DeKalb County, AL"	"01049"			15967.68	4380	2327.60	32355.10
	"Elmore County, AL"	"01051"	"Jan, 1979"	"1979/01"	9210.77	310	3412.30	13178.50
	"Elmore County, AL"	"01051"	"Feb, 1979"	"1979/02"	11742.73	280	3772.70	17566.10
	"Elmore County, AL"	"01051"	"Mar, 1979"	"1979/03"	17532.15	310	7602.10	23006.80
	"Elmore County, AL"	"01051"	"Apr, 1979"	"1979/04"	18603.64	300	7351.80	26339.80
	"Elmore County, AL"	"01051"	"May, 1979"	"1979/05"	21687.82	310	12578.60	30535.20
	"Elmore County, AL"	"01051"	"Jun, 1979"	"1979/06"	25236.97	300	15440.90	31985.50
	"Elmore County, AL"	"01051"	"Jul, 1979"	"1979/07"	21579.05	310	10474.00	33997.30
	"Elmore County, AL"	"01051"	"Aug, 1979"	"1979/08"	22406.04	310	14527.90	30575.80
	"Elmore County, AL"	"01051"	"Sep, 1979"	"1979/09"	17130.84	300	3683.70	24720.40
	"Elmore County, AL"	"01051"	"Oct, 1979"	"1979/10"	17834.44	310	10904.20	21194.00
	"Elmore County, AL"	"01051"	"Nov, 1979"	"1979/11"	11268.86	300	3690.70	15737.40
	"Elmore County, AL"	"01051"	"Dec, 1979"	"1979/12"	9378.34	310	2557.40	12776.60
"Total"	"Elmore County, AL"	"01051"			16998.61	3650	2557.40	33997.30
	"Escambia County, AL"	"01053"	"Jan, 1979"	"1979/01"	9575.14	434	2999.40	14988.40
	"Escambia County, AL"	"01053"	"Feb, 1979"	"1979/02"	11749.11	392	2929.00	18653.20
	"Escambia County, AL"	"01053"	"Mar, 1979"	"1979/03"	18439.82	434	4999.70	23482.20
	"Escambia County, AL"	"01053"	"Apr, 1979"	"1979/04"	18827.03	420	8914.60	25036.70
	"Escambia County, AL"	"01053"	"May, 1979"	"1979/05"	22564.12	434	12597.00	29663.40
	"Escambia County, AL"	"01053"	"Jun, 1979"	"1979/06"	24168.19	420	13655.30	30693.10
	"Escambia County, AL"	"01053"	"Jul, 1979"	"1979/07"	20779.13	434	11531.70	31519.40
	"Escambia County, AL"	"01053"	"Aug, 1979"	"1979/08"	21528.23	434	11496.00	29722.80
	"Escambia County, AL"	"01053"	"Sep, 1979"	"1979/09"	17417.74	420	5998.00	24611.90
	"Escambia County, AL"	"01053"	"Oct, 1979"	"1979/10"	18293.17	434	9161.90	21828.80
	"Escambia County, AL"	"01053"	"Nov, 1979"	"1979/11"	12377.77	420	4389.70	16763.60
	"Escambia County, AL"	"01053"	"Dec, 1979"	"1979/12"	10176.30	434	2881.60	13784.50
"Total"	"Escambia County, AL"	"01053"			17191.04	5110	2881.60	31519.40
	"Etowah County, AL"	"01055"	"Jan, 1979"	"1979/01"	8234.40	279	2502.70	11791.70
	"Etowah County, AL"	"01055"	"Feb, 1979"	"1979/02"	10675.17	252	3762.20	16415.90
	"Etowah County, AL"	"01055"	"Mar, 1979"	"1979/03"	15810.16	279	4794.10	21825.80
	"Etowah County, AL"	"01055"	"Apr, 1979"	"1979/04"	18108.49	270	6648.70	24949.00
	"Etowah County, AL"	"01055"	"May, 1979"	"1979/05"	21937.74	279	8154.00	29363.60
	"Etowah County, AL"	"01055"	"Jun, 1979"	"1979/06"	24262.86	270	12980.80	30550.90
	"Etowah County, AL"	"01055"	"Jul, 1979"	"1979/07"	22144.25	279	11842.10	32852.10
	"Etowah County, AL"	"01055"	"Aug, 1979"	"1979/08"	21364.48	279	13390.10	29356.50
	"Etowah County, AL"	"01055"	"Sep, 1979"	"1979/09"	16598.79	270	4765.40	23386.40
	"Etowah County, AL"	"01055"	"Oct, 1979"	"1979/10"	16845.01	279	7485.20	20822.10
	"Etowah County, AL"	"01055"	"Nov, 1979"	"1979/11"	10386.93	270	2703.80	14412.70
	"Etowah County, AL"	"01055"	"Dec, 1979"	"1979/12"	8606.80	279	2648.10	11786.40
"Total"	"Etowah County, AL"	"01055"			16281.77	3285	2502.70	32852.10
	"Fayette County, AL"	"01057"	"Jan, 1979"	"1979/01"	8073.54	372	2133.70	12296.20
	"Fayette County, AL"	"01057"	"Feb, 1979"	"1979/02"	11009.92	336	3525.60	17440.40
	"Fayette County, AL"	"01057"	"Mar, 1979"	"1979/03"	16654.09	372	5878.70	22788.60
	"Fayette County, AL"	"01057"	"Apr, 1979"	"1979/04"	18266.40	360	6694.90	25617.00
	"Fayette County, AL"	"01057"	"May, 1979"	"1979/05"	22428.92	372	7833.80	30555.60
	"Fayette County, AL"	"01057"	"Jun, 1979"	"1979/06"	24783.04	360	13122.70	31270.80
	"Fayette County, AL"	"01057"	"Jul, 1979"	"1979/07"	22917.55	372	13183.10	33406.80
	"Fayette County, AL"	"01057"	"Aug, 1979"	"1979/08"	21531.28	372	14115.50	29681.40
	"Fayette County, AL"	"01057"	"Sep, 1979"	"1979/09"	17027.38	360	4918.10	24297.70
	"Fayette County, AL"	"01057"	"Oct, 1979"	"1979/10"	17555.77	372	5695.80	21792.00
	"Fayette County, AL"	"01057"	"Nov, 1979"	"1979/11"	10935.54	360	2524.00	15224.90
	"Fayette County, AL"	"01057"	"Dec, 1979"	"1979/12"	8777.62	372	1948.10	12036.40
"Total"	"Fayette County, AL"	"01057"			16697.95	4380	1948.10	33406.80
	"Franklin County, AL"	"01059"	"Jan, 1979"	"1979/01"	7657.42	310	2084.10	11332.70
	"Franklin County, AL"	"01059"	"Feb, 1979"	"1979/02"	10530.47	280	3632.40	15983.70
	"Franklin County, AL"	"01059"	"Mar, 1979"	"1979/03"	16080.21	310	7772.50	22180.90
	"Franklin County, AL"	"01059"	"Apr, 1979"	"1979/04"	18064.98	300	7278.60	25572.10
	"Franklin County, AL"	"01059"	"May, 1979"	"1979/05"	22167.48	310	8940.60	29790.20
	"Franklin County, AL"	"01059"	"Jun, 1979"	"1979/06"	24037.39	300	12618.30	30339.40
	"Franklin County, AL"	"01059"	"Jul, 1979"	"1979/07"	22261.19	310	14537.10	31057.60
	"Franklin County, AL"	"01059"	"Aug, 1979"	"1979/08"	20889.19	310	13464.70	28947.90
	"Franklin County, AL"	"01059"	"Sep, 1979"	"1979/09"	17786.70	300	6425.20	24090.60
	"Franklin County, AL"	"01059"	"Oct, 1979"	"1979/10"	16680.41	310	4767.60	20856.30
	"Franklin County, AL"	"01059"	"Nov, 1979"	"1979/11"	10305.39	300	2442.20	14287.60
	"Franklin County, AL"	"01059"	"Dec, 1979"	"1979/12"	8606.64	310	1895.10	11774.20
"Total"	"Franklin County, AL"	"01059"			16288.51	3650	1895.10	31057.60
	"Geneva County, AL"	"01061"	"Jan, 1979"	"1979/01"	10059.99	310	2972.80	15326.00
	"Geneva County, AL"	"01061"	"Feb, 1979"	"1979/02"	11981.31	280	3071.80	18750.00
	"Geneva County, AL"	"01061"	"Mar, 1979"	"1979/03"	19115.27	310	6495.10	23864.00
	"Geneva County, AL"	"01061"	"Apr, 1979"	"1979/04"	19308.79	300	9905.20	25565.10
	"Geneva County, AL"	"01061"	"May, 1979"	"1979/05"	22418.66	310	10791.30	30837.70
	"Geneva County, AL"	"01061"	"Jun, 1979"	"1979/06"	24801.72	300	14805.70	32200.60
	"Geneva County, AL"	"01061"	"Jul, 1979"	"1979/07"	21074.03	310	11859.80	32391.40
	"Geneva County, AL"	"01061"	"Aug, 1979"	"1979/08"	21506.61	310	13569.90	29534.40
	"Geneva County, AL"	"01061"	"Sep, 1979"	"1979/09"	16395.16	300	5193.10	24583.60
	"Geneva County, AL"	"01061"	"Oct, 1979"	"1979/10"	18160.56	310	12456.70	21410.40
	"Geneva County, AL"	"01061"	"Nov, 1979"	"1979/11"	12053.20	300	3552.60	16797.20
	"Geneva County, AL"	"01061"	"Dec, 1979"	"1979/12"	10422.10	310	3007.30	13463.60
"Total"	"Geneva County, AL"	"01061"			17308.81	3650	2972.80	32391.40
	"Greene County, AL"	"01063"	"Jan, 1979"	"1979/01"	8460.11	279	2203.70	13168.90
	"Greene County, AL"	"01063"	"Feb, 1979"	"1979/02"	11194.06	252	3388.90	17842.60
	"Greene County, AL"	"01063"	"Mar, 1979"	"1979/03"	17557.81	279	7310.30	23097.70
	"Greene County, AL"	"01063"	"Apr, 1979"	"1979/04"	18316.79	270	6031.10	26236.80
	"Greene County, AL"	"01063"	"May, 1979"	"1979/05"	22355.99	279	8313.90	30455.20
	"Greene County, AL"	"01063"	"Jun, 1979"	"1979/06"	25683.96	270	15414.00	32699.40
	"Greene County, AL"	"01063"	"Jul, 1979"	"1979/07"	22971.29	279	12761.20	33833.20
	"Greene County, AL"	"01063"	"Aug, 1979"	"1979/08"	22106.75	279	13736.80	29948.30
	"Greene County, AL"	"01063"	"Sep, 1979"	"1979/09"	17438.66	270	7009.40	24767.70
	"Greene County, AL"	"01063"	"Oct, 1979"	"1979/10"	17983.54	279	7265.80	21631.60
	"Greene County, AL"	"01063"	"Nov, 1979"	"1979/11"	11391.60	270	2866.10	15270.20
	"Greene County, AL"	"01063"	"Dec, 1979"	"1979/12"	9024.04	279	2119.60	12298.50
"Total"	"Greene County, AL"	"01063"			17075.64	3285	2119.60	33833.20
	"Hale County, AL"	"01065"	"Jan, 1979"	"1979/01"	8549.86	310	2409.60	12822.00
	"Hale County, AL"	"01065"	"Feb, 1979"	"1979/02"	11360.46	280	3516.90	17915.20
	"Hale County, AL"	"01065"	"Mar, 1979"	"1979/03"	17543.22	310	7903.80	22915.40
	"Hale County, AL"	"01065"	"Apr, 1979"	"1979/04"	18130.06	300	6436.60	26076.10
	"Hale County, AL"	"01065"	"May, 1979"	"1979/05"	22085.72	310	9198.80	30258.30
	"Hale County, AL"	"01065"	"Jun, 1979"	"1979/06"	25337.25	300	15148.90	32284.40
	"Hale County, AL"	"01065"	"Jul, 1979"	"1979/07"	22569.84	310	10811.30	33908.70
	"Hale County, AL"	"01065"	"Aug, 1979"	"1979/08"	22144.47	310	13592.10	29873.00
	"Hale County, AL"	"01065"	"Sep, 1979"	"1979/09"	17357.78	300	6815.00	24762.60
	"Hale County, AL"	"01065"	"Oct, 1979"	"1979/10"	18054.98	310	7360.90	21674.80
	"Hale County, AL"	"01065"	"Nov, 1979"	"1979/11"	11464.18	300	2851.60	15377.10
	"Hale County, AL"	"01065"	"Dec, 1979"	"1979/12"	9096.17	310	2284.60	12349.50
"Total"	"Hale County, AL"	"01065"			17008.61	3650	2284.60	33908.70
	"Henry County, AL"	"01067"	"Jan, 1979"	"1979/01"	9857.11	217	3208.30	14676.20
	"Henry County, AL"	"01067"	"Feb, 1979"	"1979/02"	11748.82	196	3336.40	18286.20
	"Henry County, AL"	"01067"	"Mar, 1979"	"1979/03"	18671.92	217	6123.20	23335.90
	"Henry County, AL"	"01067"	"Apr, 1979"	"1979/04"	19193.08	210	8842.70	25775.20
	"Henry County, AL"	"01067"	"May, 1979"	"1979/05"	22188.95	217	13239.60	30406.70
	"Henry County, AL"	"01067"	"Jun, 1979"	"1979/06"	24890.17	210	14904.20	32197.50
	"Henry County, AL"	"01067"	"Jul, 1979"	"1979/07"	21857.65	217	14007.20	33154.00
	"Henry County, AL"	"01067"	"Aug, 1979"	"1979/08"	22008.68	217	13651.10	30103.50
	"Henry County, AL"	"01067"	"Sep, 1979"	"1979/09"	16076.57	210	5602.40	23756.10
	"Henry County, AL"	"01067"	"Oct, 1979"	"1979/10"	18049.08	217	12876.80	21327.40
	"Henry County, AL"	"01067"	"Nov, 1979"	"1979/11"	11992.05	210	4044.40	16435.10
	"Henry County, AL"	"01067"	"Dec, 1979"	"1979/12"	10216.12	217	3334.90	13161.90
"Total"	"Henry County, AL"	"01067"			17265.36	2555	3208.30	33154.00
	"Houston County, AL"	"01069"	"Jan, 1979"	"1979/01"	10109.42	279	3015.90	15107.50
	"Houston County, AL"	"01069"	"Feb, 1979"	"1979/02"	11890.86	252	3022.50	18651.70
	"Houston County, AL"	"01069"	"Mar, 1979"	"1979/03"	18940.14	279	6915.30	23701.70
	"Houston County, AL"	"01069"	"Apr, 1979"	"1979/04"	19438.59	270	9423.20	25537.80
	"Houston County, AL"	"01069"	"May, 1979"	"1979/05"	22626.43	279	11339.30	30846.90
	"Houston County, AL"	"01069"	"Jun, 1979"	"1979/06"	24879.60	270	14955.00	32437.40
	"Houston County, AL"	"01069"	"Jul, 1979"	"1979/07"	21804.68	279	12426.50	32624.20
	"Houston County, AL"	"01069"	"Aug, 1979"	"1979/08"	21798.42	279	13901.60	29928.70
	"Houston County, AL"	"01069"	"Sep, 1979"	"1979/09"	16050.56	270	7693.30	24550.60
	"Houston County, AL"	"01069"	"Oct, 1979"	"1979/10"	18034.57	279	12917.90	21116.80
	"Houston County, AL"	"01069"	"Nov, 1979"	"1979/11"	12065.23	270	3668.10	16506.00
	"Houston County, AL"	"01069"	"Dec, 1979"	"1979/12"	10593.47	279	3049.00	13438.50
"Total"	"Houston County, AL"	"01069"			17389.27	3285	3015.90	32624.20
	"Jackson County, AL"	"01071"	"Jan, 1979"	"1979/01"	7721.10	558	2274.90	12054.90
	"Jackson County, AL"	"01071"	"Feb, 1979"	"1979/02"	10479.61	504	3794.90	15282.10
	"Jackson County, AL"	"01071"	"Mar, 1979"	"1979/03"	15229.76	558	4491.50	21692.80
	"Jackson County, AL"	"01071"	"Apr, 1979"	"1979/04"	17746.01	540	6844.10	24768.10
	"Jackson County, AL"	"01071"	"May, 1979"	"1979/05"	21474.45	558	7499.60	29213.40
	"Jackson County, AL"	"01071"	"Jun, 1979"	"1979/06"	23403.85	540	11509.70	29754.40
	"Jackson County, AL"	"01071"	"Jul, 1979"	"1979/07"	21664.71	558	13748.40	32036.70
	"Jackson County, AL"	"01071"	"Aug, 1979"	"1979/08"	20976.95	558	12736.40	29149.70
	"Jackson County, AL"	"01071"	"Sep, 1979"	"1979/09"	16858.53	540	5501.40	23151.40
	"Jackson County, AL"	"01071"	"Oct, 1979"	"1979/10"	16003.09	558	4559.40	20488.50
	"Jackson County, AL"	"01071"	"Nov, 1979"	"1979/11"	9965.23	540	2575.10	13892.20
	"Jackson County, AL"	"01071"	"Dec, 1979"	"1979/12"	8107.48	558	2268.90	11376.70
"Total"	"Jackson County, AL"	"01071"			15833.26	6570	2268.90	32036.70
	"Jefferson County, AL"	"01073"	"Jan, 1979"	"1979/01"	8328.57	558	2440.10	12324.90
	"Jefferson County, AL"	"01073"	"Feb, 1979"	"1979/02"	11247.51	504	3532.50	17387.40
	"Jefferson County, AL"	"01073"	"Mar, 1979"	"1979/03"	16624.16	558	6437.80	22699.20
	"Jefferson County, AL"	"01073"	"Apr, 1979"	"1979/04"	18024.85	540	6175.50	25214.20
	"Jefferson County, AL"	"01073"	"May, 1979"	"1979/05"	21732.54	558	7886.60	29928.30
	"Jefferson County, AL"	"01073"	"Jun, 1979"	"1979/06"	24820.08	540	14042.80	30678.10
	"Jefferson County, AL"	"01073"	"Jul, 1979"	"1979/07"	21712.47	558	11106.10	32860.50
	"Jefferson County, AL"	"01073"	"Aug, 1979"	"1979/08"	21441.82	558	12564.10	29381.40
	"Jefferson County, AL"	"01073"	"Sep, 1979"	"1979/09"	16652.82	540	4031.90	24220.10
	"Jefferson County, AL"	"01073"	"Oct, 1979"	"1979/10"	17525.98	558	6059.70	21364.70
	"Jefferson County, AL"	"01073"	"Nov, 1979"	"1979/11"	10881.12	540	2635.70	15213.40
	"Jefferson County, AL"	"01073"	"Dec, 1979"	"1979/12"	8781.26	558	2289.50	12146.50
"Total"	"Jefferson County, AL"	"01073"			16511.91	6570	2289.50	32860.50
	"Lamar County, AL"	"01075"	"Jan, 1979"	"1979/01"	7958.88	248	2042.60	12083.40
	"Lamar County, AL"	"01075"	"Feb, 1979"	"1979/02"	10688.45	224	3476.90	17104.20
	"Lamar County, AL"	"01075"	"Mar, 1979"	"1979/03"	16443.74	248	5802.60	22439.10
	"Lamar County, AL"	"01075"	"Apr, 1979"	"1979/04"	18267.39	240	6573.20	25417.90
	"Lamar County, AL"	"01075"	"May, 1979"	"1979/05"	22773.36	248	8094.10	30667.60
	"Lamar County, AL"	"01075"	"Jun, 1979"	"1979/06"	24777.27	240	13460.60	31273.20
	"Lamar County, AL"	"01075"	"Jul, 1979"	"1979/07"	23482.91	248	15203.00	33414.50
	"Lamar County, AL"	"01075"	"Aug, 1979"	"1979/08"	21497.48	248	14069.40	29497.60
	"Lamar County, AL"	"01075"	"Sep, 1979"	"1979/09"	17363.36	240	7082.20	24364.40
	"Lamar County, AL"	"01075"	"Oct, 1979"	"1979/10"	17631.56	248	6370.30	21608.30
	"Lamar County, AL"	"01075"	"Nov, 1979"	"1979/11"	10791.99	240	2501.80	15008.20
	"Lamar County, AL"	"01075"	"Dec, 1979"	"1979/12"	8872.99	248	1892.90	12101.40
"Total"	"Lamar County, AL"	"01075"			16750.04	2920	1892.90	33414.50
	"Lauderdale County, AL"	"01077"	"Jan, 1979"	"1979/01"	7369.97	341	2361.60	11012.40
	"Lauderdale County, AL"	"01077"	"Feb, 1979"	"1979/02"	10238.85	308	3457.70	15453.00
	"Lauderdale County, AL"	"01077"	"Mar, 1979"	"1979/03"	15740.63	341	6722.10	22050.30
	"Lauderdale County, AL"	"01077"	"Apr, 1979"	"1979/04"	18264.77	330	6645.20	25655.60
	"Lauderdale County, AL"	"01077"	"May, 1979"	"1979/05"	22014.97	341	12196.60	29455.70
	"Lauderdale County, AL"	"01077"	"Jun, 1979"	"1979/06"	23878.84	330	12473.70	30563.30
	"Lauderdale County, AL"	"01077"	"Jul, 1979"	"1979/07"	22294.71	341	15826.80	31486.10
	"Lauderdale County, AL"	"01077"	"Aug, 1979"	"1979/08"	20657.84	341	13213.70	28977.80
	"Lauderdale County, AL"	"01077"	"Sep, 1979"	"1979/09"	17931.35	330	7336.90	24328.40
	"Lauderdale County, AL"	"01077"	"Oct, 1979"	"1979/10"	16305.33	341	5022.90	20306.60
	"Lauderdale County, AL"	"01077"	"Nov, 1979"	"1979/11"	10151.94	330	2648.30	14082.70
	"Lauderdale County, AL"	"01077"	"Dec, 1979"	"1979/12"	8321.45	341	2031.10	11342.00
"Total"	"Lauderdale County, AL"	"01077"			16129.72	4015	2031.10	31486.10
	"Lawrence County, AL"	"01079"	"Jan, 1979"	"1979/01"	7659.65	372	2460.40	11309.30
	"Lawrence County, AL"	"01079"	"Feb, 1979"	"1979/02"	10769.56	336	3683.30	16086.90
	"Lawrence County, AL"	"01079"	"Mar, 1979"	"1979/03"	15906.05	372	6331.10	22197.20
	"Lawrence County, AL"	"01079"	"Apr, 1979"	"1979/04"	18193.38	360	7343.20	25863.90
	"Lawrence County, AL"	"01079"	"May, 1979"	"1979/05"	22213.65	372	8392.70	29792.80
	"Lawrence County, AL"	"01079"	"Jun, 1979"	"1979/06"	24147.52	360	12526.30	30426.80
	"Lawrence County, AL"	"01079"	"Jul, 1979"	"1979/07"	22018.87	372	14329.20	31719.30
	"Lawrence County, AL"	"01079"	"Aug, 1979"	"1979/08"	20522.00	372	13722.70	29033.90
	"Lawrence County, AL"	"01079"	"Sep, 1979"	"1979/09"	17516.38	360	5915.00	24182.80
	"Lawrence County, AL"	"01079"	"Oct, 1979"	"1979/10"	16650.91	372	4166.40	21045.00
	"Lawrence County, AL"	"01079"	"Nov, 1979"	"1979/11"	10272.20	360	2492.60	14226.00
	"Lawrence County, AL"	"01079"	"Dec, 1979"	"1979/12"	8446.47	372	2033.00	11599.10
"Total"	"Lawrence County, AL"	"01079"			16222.95	4380	2033.00	31719.30
	"Lee County, AL"	"01081"	"Jan, 1979"	"1979/01"	9547.71	310	3423.50	13545.30
	"Lee County, AL"	"01081"	"Feb, 1979"	"1979/02"	11607.55	280	3482.10	17884.40
	"Lee County, AL"	"01081"	"Mar, 1979"	"1979/03"	17692.15	310	6231.10	22987.40
	"Lee County, AL"	"01081"	"Apr, 1979"	"1979/04"	18687.78	300	7532.30	25441.40
	"Lee County, AL"	"01081"	"May, 1979"	"1979/05"	21432.53	310	12141.50	30164.50
	"Lee County, AL"	"01081"	"Jun, 1979"	"1979/06"	24897.80	300	14188.00	31559.30
	"Lee County, AL"	"01081"	"Jul, 1979"	"1979/07"	21705.22	310	11199.40	33864.50
	"Lee County, AL"	"01081"	"Aug, 1979"	"1979/08"	22293.52	310	12596.40	30531.70
	"Lee County, AL"	"01081"	"Sep, 1979"	"1979/09"	16543.20	300	3975.50	24220.70
	"Lee County, AL"	"01081"	"Oct, 1979"	"1979/10"	17734.15	310	11064.60	21108.40
	"Lee County, AL"	"01081"	"Nov, 1979"	"1979/11"	11077.13	300	3313.80	15575.60
	"Lee County, AL"	"01081"	"Dec, 1979"	"1979/12"	9562.85	310	2698.20	12764.90
"Total"	"Lee County, AL"	"01081"			16932.06	3650	2698.20	33864.50
	"Limestone County, AL"	"01083"	"Jan, 1979"	"1979/01"	7356.86	372	2532.90	11289.50
	"Limestone County, AL"	"01083"	"Feb, 1979"	"1979/02"	10452.72	336	3802.80	15682.80
	"Limestone County, AL"	"01083"	"Mar, 1979"	"1979/03"	15566.73	372	6142.70	22153.50
	"Limestone County, AL"	"01083"	"Apr, 1979"	"1979/04"	18045.19	360	6804.00	25732.10
	"Limestone County, AL"	"01083"	"May, 1979"	"1979/05"	22016.88	372	8964.10	29837.30
	"Limestone County, AL"	"01083"	"Jun, 1979"	"1979/06"	23805.71	360	11997.40	30547.10
	"Limestone County, AL"	"01083"	"Jul, 1979"	"1979/07"	21991.36	372	15677.20	32077.60
	"Limestone County, AL"	"01083"	"Aug, 1979"	"1979/08"	20422.77	372	13550.50	29316.30
	"Limestone County, AL"	"01083"	"Sep, 1979"	"1979/09"	17536.00	360	5902.60	24180.10
	"Limestone County, AL"	"01083"	"Oct, 1979"	"1979/10"	16354.54	372	4444.40	20815.20
	"Limestone County, AL"	"01083"	"Nov, 1979"	"1979/11"	10022.27	360	2591.80	14034.80
	"Limestone County, AL"	"01083"	"Dec, 1979"	"1979/12"	8311.65	372	2257.90	11447.10
"Total"	"Limestone County, AL"	"01083"			16020.81	4380	2257.90	32077.60
	"Lowndes County, AL"	"01085"	"Jan, 1979"	"1979/01"	9146.84	341	2980.00	13676.70
	"Lowndes County, AL"	"01085"	"Feb, 1979"	"1979/02"	11781.00	308	3506.60	17893.80
